global _id,id,frame,frame_elements,definition,link,lus
1 465,668,Surrendering_possession,Recipient Surrenderer Theme Circumstances Degree Depictive Epistemic_stance Event_description Explanation Frequency Manner Means Particular_iteration Period_of_iterations Place Purpose Re_encoding Result Time Containing_event,"A Surrenderer is compelled to transfer a Theme to a Recipient.  Shortly after the boy surrendered the gun, the three remaining warriors made a rush for liberty.  He finally surrendered the item after cops and Secret Service agents showed up at his home Saturday.  D?Augustino yielded the weapon to Herrick.",,
558,669,Emotions_success_or_failure,Event Experiencer Expressor State Stimulus Topic Circumstances Degree Empathy_target Frequency Manner Parameter Reason Time,"A Topic or Stimulus fails or succeeds at causing an emotion in an Experiencer, which is conveyed by an Expressor or manifested in a State or description of an Event.",,"förnöjd.adv, besviken.a, belåten.a, belåten.adv, nöjd.adv"
1 463,670,Surpassing,Attribute Profiled_attribute Profiled_item Standard_attribute Standard_item Circumstances Comparison_set Extent Iteration Time,"In this frame a Profiled_item is higher that its Standard_item on a scale with respect to some Attribute. The Extent of the difference between the Standard_item and the Profiled_item may also be mentioned. Furthermore, the particular value of the standard or profiled item on a certain scale may be given by the Standard_attribute of the Profiled_attribute respectively.   Notices for the Shield Theater's production of Macbeth surpassed all previous reviews .     Radio WKRR far surpasses all radio stations among rural radio stations  as the leading source of regional news  .    We surpassed father's skills  before we were 12  .    The current price surpasses the price this time last year.",,"överstiga.v, förbättra.v, förbättring.n, utklassning.n"
1 464,671,Surrendering,Authorities Fugitive Charges Explanation Manner Place Time,In this frame a Fugitive presents himself or herself to the Authorities to be subject to the criminal process.  The bank robber surrendered to Berkeley police.   Norte is expected to surrender to police tomorrow on tax fraud charges .,,
1 436,672,Studying,Institution Student Subject Teacher Co_participant Depictive Duration Explanation Level Manner Motivation Place Time Intended_academic_credit,"A Student enrolls and then remains at an Institution for the purposes of education within a Subject. They may receive instruction from a particular Teacher at the Institution. The Place, Time, and Duration of the study may also be specified.  He spent ten years studying physics at the lycee before he flunked out.    ",,"studera.v, ligga.v, plugga.v"
1 437,673,Suasion,Addressee Content Speaker Text Topic Degree Manner Means Time,"A Speaker expresses through language his wish to get the Addressee to act and as a result the Addressee forms an intention do so. There is no implication that the Addressee actually acts upon the intention formed. In the case of convince and persuade, the act that the Speaker wishes the Addressee to perform can be the adoption of a belief, which may be expressed as a that-clause or as an of-PP complement.  This frame differs from Attempt_suasion in that in Suasion, the Addressee has changed their mind in accord with the Speaker's wishes, whereas in Attempt_suasion, the only implication is that the Speaker communicates with the intent of changing the mind of the Addressee.",,förmå.v
1 432,674,Storing,Agent Location Theme Area Co_participant Depictive Duration Explanation Frequency Manner Place Purpose Time,An Agent has placed a Theme in an accessible but somewhat out of the way Location for the purposes of maintaining it free from harm and illegitimate use while it is not being used.,,"förvaring.n, förvara.v"
541,675,Electricity,Electricity Descriptor Source Use,"Lexical units in this frame refer to Electricity, in particular as a form of energy harnessed for particular uses (such as powering machines). The Source of the Electricity may also be expressed, or incorporated in the meaning of the LUs.  A compound to generate wind electricity was built on the other side of those mountains.  China's hydroelectric dam is being built primarily for flood control and energy production.",,
1 430,676,Stinginess,Behavior Expressor Recipient Resource Resource_controller Degree Judge Manner,"In this frame, a Resource_controller is judged by a Judge (who is usually implicit) according to how freely they allow the Recipient access to their Resource. The Resource_controller may exhibit this attitude with an Expressor.  John is mean with money. Sally has always been generous to her children. ",,"generös.a, snål.a"
1 431,677,Store,Possessor Resource Supply Use Descriptor,A Supply of a Resource is kept safe and available for a future Use. The Supply may be under the control of a Possessor.,,"lager.n, förråd.n"
550,678,Emitting,Emission Source_emitter Area Carrier Degree Depictive Distance Duration Form Goal Manner Means Path Reason Speed Sub_source Time,In this frame a Source_emitter discharges its Emission along a Path or to a Goal.   (1) The factory exudes toxic fumes from three large chimneys.  The Sub_source is only present when the actual Source_emitter is also given or is present in a possessive.   (2) Light is emitted  from the tower .    (3) Noxious odors are emitted from his feet .   In (3) we would tag 'his' as Source_emitter on a second layer because the inalienable possession on the Sub_source indicates the Source_emitter,,"avge.v, utstråla.v"
1 733,679,Stimulus_focus_positive,Stimulus Circumstances Comparison_set Degree Experiencer Parameter Property,,,"fin.a, rolig.a, kul.a, snygg.a, rolig.adv, spännande.a, fin.adv, snygg.adv, skönhet.n, flott.a, stilig.a, lustig.a, behaglig.a"
1 452,680,Subversion,Activity Agent Cause Counter_actor State_of_affairs Degree Frequency Iteration Manner Place Purpose Time,"A Counter_actor or Cause impedes an Agent in an Activity or impedes the unfolding or continuation of a State_of_affairs. The opposing force applies without first being noticed, often in a secret or an underhanded fashion.  However, as this story goes on the Queen of Sodom has a brother who plans to undermine his sister and take the throne of Sodom.   Diotrephes withstood John's words, and would not submit to his authority; in fact, he undermined John's authority.   I don't want to get a reputation for punishing disagreement. On the other hand, he undercut me pretty badly and I can't just let it slide.  ",,sabotera.v
1 453,681,Success_or_failure,Agent Goal Role Circumstances Containing_event Degree Depictive Explanation Means Place Re_enconding Time,"An Agent has attempted to achieve a Goal, and the actual outcome of the Agent's action has been resolved, so that it either specifically matches the Agent's intent (e.g. success) or does not match it (e.g. failure).  He pulled off his April Fool's Day prank by the barest of margins . Unfortunately, we were n't successful. DNI We failed miserably at getting the gay rights bill passed .",,"framgång.n, tata upp.v, lyckas.v, ta.v, tata sigta sig i brasan.v, tata hand.v, tata medta sig.v, tata sigta framta sig fram.v, tata ansvar.v, tata sigta sig an.v, tata slut.v, klara.v, tata chansen.v, tata fram.v, tata sitt liv.v, tata personligt.v, tata ställning.v, köra.v, misslyckas.v, flyt.n, tata hänsyn.v, tata tag.v, tata reda.v, viljavilja sig.v, klaraklara av.v, tata sigta sig utta ut.v, tata i besittning.v, tata sigta sig uttryck.v, tata tid.v, tata intryck.v, tata stegetta över.v, tata stöd.v, tata in.v, tata fart.v, tata över.v, tatasta om.v, tata itu.v, tata sig.v, tata tidta på sigta sigta tid på sig.v, framgångsrik.adv, tata bort.v, tata till varata vara.v, tata ut.v"
