FrameId,FrameName,SpanishLexicalUnits,PortugueseLexicalUnits,FrenchLexicalUnits,EnglishLexicalUnits,FrameElements,Definition,LinkToBFN,Link,MatchEvaluation,FrameRelation
1050,Biological_entity,,"alga.n
bacilo.n
bactéria.n
coco.n
cogumelo.n
espirilo.n
forma de vida.n
humano.a
livre.a
microrganismo.n
mofo.n
organismo.n
parasita.a
procariota.a
unicelular.a
vida.n","humain.a
vie.n","biological.a
human.a
life.n
lifeform.n
organism.n",Organism,"The LUs in this frame refer to biological entities labeled by the FE Organism. An Organism is described as something that can be alive, or have naturally occuring biological processes and functions; however the concept of life is often used metaphorically for non-organic entities which resemble or act as if they have organic life.

NASA may someday discover a new [lifeform|Organism] from another planet.",Biological_entity,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1050,ExactMatch,
1157,Biological_mechanisms,,,,"catalyze.v
impair.v
increase.v
inhibit.v
stimulate.v",Systemic_effect,"A trigger mechanism brings about a change in a biological system.

The reflex increases cardiac output.",Biological_mechanisms,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1157,ExactMatch,
363,Biological_urge,,"faminto.a
fome.n
ressaca.n
sede.n",,"amorous.a
arousal.n
aroused.a
beat.a
bilious.a
bone-weary.a
bushed.a
dog-tired.a
drowsiness.n
drowsy.a
enervated.a
exhausted.a
exhaustion.n
famished.a
fatigue.n
fatigued.a
full.a
horny.a
hunger.n
hungry.a
in the mood.a
knackered.a
nausea.n
nauseated.a
nauseous.a
parched.a
peckish.a
pooped.a
queasiness.n
queasy.a
randy.a
ravenous.a
sated.a
sick.a
sleepiness.n
sleepy.a
somnolence.n
somnolent.a
soporific.a
thirst.n
thirsty.a
tired.a
tiredness.n
tuckered out.a
tuckered.a
turned on.a
weariness.n
weary.a
worn out.a","Experiencer
Expressor
State","An Experiencer is in a State where a biological urge is signaling the need to perform a certain action such as eating, drinking, stopping exertion, sleeping, regurgitating, or having sex.
The Duration, Time, Place, or Degree of intensity associated with the occurrence of the urge may also be indicated. In this frame, the Experiencer does not necessarily want to perform the action that would fulfill the urge, and there is no specific focus associated with the urge.

Mike feels hungry.
Sam was thirsty after dinner.",Biological_urge,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/363,ExactMatch,
1165,Birth_scenario,,,,,"Father
Mother
Offspring
Parents","An Offspring is born to a Mother and Father, collectively referred to as Parents. This event happens at a particular Time and Place.",Birth_scenario,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1165,ExactMatch,
745,Board_vehicle,,,,"board.v
embark.v
embarkation.n
embarkment.n
embus.v
emplane.v
entrain.v
get.v
hop.v
mount.v","Traveller
Vehicle","A Traveller boards a Vehicle that they intend to use as a means of transportation either as a passenger or as a driver.

On the 5th of December, 1834, we|tra embarked on board the merchant ship Hellespont.

She boarded the train ahead of him.

On 19 September the battalion embussed and headed southward into the Swordfish training area some 40 miles away.",Board_vehicle,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/745,ExactMatch,
273,Body_decoration,,"maquiagem.n
piercing.n
tatuagem.n",,"blusher.n
concealer.n
eyeliner.n
eyeshadow.n
foundation.n
kohl.n
lipstick.n
make-up.n
mascara.n
rouge.n
tattoo.n",Decoration,"This frame concerns the decorations that human beings have on or apply to their bodies.
Abby|Dec_ind rarely wears [lipstick|Decoration].",Body_decoration,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/273,ExactMatch,
143,Body_description_holistic,,feminino.a,,"angular.a
beefy.a
big-boned.a
bony.a
brawny.a
chubby.a
corpulent.a
dumpy.a
fat.a
female.a
flabby.a
gaunt.a
heavy-set.a
hefty.a
lanky.a
lean.a
lithe.a
male.a
medium-build.a
muscular.a
obese.a
paunchy.a
plump.a
portly.a
pudgy.a
puny.a
rangy.a
scrawny.a
short.a
skinny.a
slender.a
slim.a
spindly.a
squat.a
stocky.a
stout.a
stubby.a
svelte.a
tall.a
thickset.a
thin.a
wiry.a","Figure
Individual","This frame covers descriptions of an entire human body, viewed as a gestalt (as opposed to descriptions based on salient body parts). The Frame Elements are Individual and Figure.

Chuck|Ind is muscular.

Chuck|Ind has a muscular body.",Body_description_holistic,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/143,ExactMatch,
211,Body_description_part,,"deformado.a
emagrecer.v
enrolado.a
gorda.n
liso.a
loiro.a
moreno.a
quebrado.a
revestido.a
revestir.v
sujo.a",clair.a,"albino.a
albino.n
bearded.a
black-haired.a
blonde.n
blue-eyed.a
bow-legged.a
brunette.n
cross-eyed.a
fair.a
flat-footed.a
grey-haired.a
knock-kneed.a
moustached.a
peg-leg.n
pigtailed.a
red-haired.a
redhead.n","Figure
Individual","This frame is concerned with words that describe a person based on a salient part of their body.
He was a blonde guy.
He was a peg-leg.",Body_description_part,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/211,ExactMatch,
362,Body_mark,,"cicatriz.n
marca.n",,"acne.n
bedsore.n
birthmark.n
blackhead.n
blemish.n
blister.n
blotch.n
boil.n
callus.n
cold sore.n
freckle.n
liver spot.n
love bite.n
mole.n
pimple.n
pustule.n
rash.n
scar.n
sore.n
wart.n
zit.n","Body_mark
Possessor","In this frame a Body_mark is present on a Possessor's body. It may be located at an Attachment and have a Descriptor. A Cause may also be indicated. It may be a temporary condition or a permanent one.

Mark has a cancerous [mole|Body_mark] on his back.",Body_mark,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/362,ExactMatch,
11,Body_movement,"abrir.v
agachar.v
agitar.v
cerrar.v
parpadear.v
pestañear.v
sacudir.v","abaixar.v
aberto.a
ajoelhado.a
ajoelhar.v
contorcer.v
contrair.v
curvar.v
estender.v
fechar.v
franzir.v
lamber.v
mastigado.a
mastigar.v
mexer.v
morder.v
mover.v
movimentação.n
prostrado.a
prostrar.v
relaxar.v
sentar.v
seringa.n
seringar.v
tremer.v
virar.v ","asseoir.v
bouger.v
bouger.v
se déhancher.v
se déhancher.v
se retourner.v
se retourner.v","arch.v
bat.v
bend.v
blink.v
bob.v
clap.v
close.v
cock.v
crane.v
crease.v
crinkle.v
cross.v
crumple.v
curtsy.n
curtsy.v
drop.v
duck.v
fidget.v
flap.v
flex.v
fling.v
flutter.v
gnash.v
grind.v
hang.v
jerk.v
jiggle.v
kneel.v
lift.v
move.v
nod.v
open.a
open.v
pout.v
pucker.v
purse.v
reach.v
roll.v
scrunch.v
shake.v
shiver.v
shrug.v
shudder.v
shuffle.v
shut.v
smack.v
stamp.v
stretch.v
swing.v
throw.v
toss.v
twiddle.v
twist.v
twitch.v
wag.v
waggle.v
wave.v
wiggle.v
wink.n
wink.v
wriggle.v
wrinkle.v
writhe.v
yawn.v","Agent
Body_part","This frame contains words for motions or actions an Agent performs using some part of his/her body. Most words that evoke this frame have a specific motion of a specific Body_part associated with them, but a few are more general (e.g. move.v).

A number of words in this frame occur as blends with Communication, in which the action has an Addressee. For example,

Pat nodded at Kim.

These examples differ from Communication.Gesture in that no specific message need be expressed, as in
She nodded to him to sit down.

Since this frame involves a particular type of motion, it contains the frame elements Source, Path, Goal and Area, which originate in the motion frame. All of these frame elements are generally expressed in PP Complements.
The boy swung his legs from under the table.",Body_movement,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/11,ExactMatch,
1375,Body_parts,dos.n,"abdome.n
abdômen.n
amígdala.n
anelar.n
ante.adv
antebraço.n
ânus.n
apêndice.n
arcada dentária.n
arcos costais.n
artéria.n
articulação.n
átrio.n
axila.n
baba.n
bacia.n
bacilo.n
baço.n
barriga.n
bexiga.n
boca.n
bochecha.n
braço.n
brônquios.n
bumbum.n
cabeça.n
cabelo.n
calcâneo.n
calcanhar.n
canal medular.n
canela.n
canino.n
cara.n
carpo.n
cavidade oral.n
cavidade.n
célula.n
cérebro.n
cervical.n
ciático.n
cílio.n
cintura.n
cintura.n
clavícula.n
cóccix.n
colo.n
coluna vertebral.n
coluna.n
conjuntiva.n
coração.n
corpo.n
costas.n
costela.n
cotovelo.n
couro cabeludo.n
coxa.n
coxo.a
crânio.n
cutícula.n
dar.v
de.adv
dedão.n
dedinho.n
dedo anelar.n
dedo indicador.n
dedo médio.n
dedo mindinho.n
dedo.n
dedos.n
dente.n
do.c
dorso.n
duodeno.n
escápula.n
esclera.n
escroto.n
esfíncter.n
esôfago.n
espinha.n
esterno.n
estomagar.v
estômago.n
face.n
falange.n
faringe.n
fémur.n
fígado.n
flanco.n
fronte.n
fúrcula.n
garganta.n
gengiva.n
genitália.n
glande.n
glândula.n
globo ocular.n
glúteo.n
gordura.n
hálux.n
hemicorpo.n
hemiface.n
hipocôndrio.n
hipofaringe.n
hipogástrio.n
ilíaco.n
intestino.n
joelho.n
jugular.n
lábio.n
laringe.n
lateral.a
latíssimo do dorso.n
leito ungueal.n
ligamento.n
linfonodo.n
língua.n
lombar.n
maléolo.n
mama.n
mamar.v
mamilo.n
mandíbula.n
mão.n
mãos.n
maxila.n
maxilar.n
medula espinhal.n
medula óssea.n
membrana.n
membro inferior.n
membro superior direito.n
membro superior esquerdo.n
membro superior.n
membro.n
menisco.n
mente.n
metatarso.n
mindinho.n
molar.n
musculatura acessória.n
musculatura.n
músculo.n
nádega.n
narina.n
nariz.n
nervo ciático.n
nervo trigêmeo.n
nervo vago.n
nervo.n
nuca.n
occipital.n
olho.n
ombro.n
oralmente.adv
orelha.n
organismo.n
órgão.n
orifício.n
orofaringe.n
osso.n
ouvido.a
ouvido.n
ouvir.v
ovário.n
palato mole.n
palato.n
palma.n
pálpebra.n
pâncreas.n
panturrilha.n
paratireoide.n
pata.n
patela.n
pavilhão auricular.n
pé.n
peitar.v
peito.n
peitoral.n
pelar.v
pele.n
pelve.n
pénis.n
pericárdio.n
períneo.n
peritônio.n
perna.n
pescoço.n
pinta.n
pleura.n
pododáctilo.n
polegar.n
pré-molar.n
precórdio.n
próstata.n
púbis.n
pulmão.n
pulso.n
punho.n
quadrante.n
quadril.n
queixo.n
quirodáctilo.n
rabo.n
rádio.n
região genital.n
região íntima.n
região posterior.n
região.n
reto.n
rim.n
rosto.n
saco escrotal.n
saliva.n
sangue.n
seio.n
siso.n
sistema digestivo.n
sistema imunológico.n
sistema nervoso central.n
sistema respiratório.n
sistema urinário.n
sobrancelha.n
sola.n
sonda.n
sondar.v
supercílio.n
superior.a
superiormente.adv
tecido conjuntivo.n
tecido corporal.n
tecido.n
têmpora.n
tendão de aquiles.n
tendão.n
testa.n
testículo.n
tíbia.n
tireoide.n
tórax.n
tornozelo.n
trago.n
trapézio.n
trato.n
trocanter.n
tronco.n
umbigo.n
úmero.n
unha.n
uretra.n
útero.n
vagina.n
válvula aórtica.n
vaso linfático.n
vaso sanguíneo.n
vaso.n
veia.n
veiar.v
ventre.n
ventrículo.n
vertebral.n
vesícula.n
via aérea.n
via respitarória.n
virilha.n
vulva.n ","bouche.n
cerveau.n
cheveux.n
corps calleux.n
corps.n
main.n
peau.n
pied.n
taille.n
tête.n
visage.n
yeux.n","ankle.n
antenna.n
antler.n
anus.n
appendage.n
arm.n
back.n
beak.n
beard.n
belly.n
bill.n
body.n
brain.n
breast.n
brow.n
buttocks.n
cheek.n
chest.n
chin.n
claw.n
corpus callosum.n
crown.n
dna.n
ear.n
earlobe.n
elbow.n
eye.n
eyelid.n
face.n
fang.n
feeler.n
fin.n
finger.n
fingernail.n
fingertip.n
flesh.n
flipper.n
fluke.n
foot.n
forearm.n
forefinger.n
forefoot.n
forehead.n
foreleg.n
forelimb.n
forepaw.n
groin.n
hair.n
hand.n
head.n
heart.n
heel.n
hindleg.n
hindlimb.n
hindquarters.n
hoof.n
horn.n
incisor.n
jaw.n
knee.n
leg.n
limb.n
lip.n
lung.n
mane.n
maw.n
member.n
midriff.n
mind.n
mouth.n
muscular.a
mustache.n
muzzle.n
nape.n
navel.n
neck.n
nose.n
nostril.n
p.c..n
paw.n
pelt.n
pulsar.n
pupil.n
rump.n
shoulder.n
skin.n
skull.n
snout.n
sole.n
tail.n
talon.n
temple.n
tentacle.n
thigh.n
thorax.n
throat.n
thumb.n
toe.n
toenail.n
tongue.n
tooth.n
trunk.n
whisker.n
wing.n","Body_part
Possessor","This frame covers words for Body_parts belonging to a Possessor, which may be characterized by a Descriptor. The location of the Body_partmay be identified in terms of its Attachment or its Orientational_location. A Subregion of a Body_part may also be indicated.

He had to brace his right [arm|Target] against his leg in order to fight the roll.

The dog measured its blond [belly|Target] in the mud.",Body_parts,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1375,ExactMatch,
1471,Body_substances,,"bile.n
fibrina.n
glicose.n
gonadotrofina coriônica humana.n
hemoglobina.n
liquor.n
menstruação.n
sanguíneo.a
suor.n
troponina.n
urina.n",,,fe_Substâncias_corporais_Substância,,?,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1471,NoMatch,
